Gender,Age,Years of programming experience,Years of experience in agile projects,GPA,Highest level of education,Willingness to travel,Performance after 1 year
1,34,15,14,3.3442063068735455,1,1,1
1,20,0,0,2.8799049012470403,0,0,1
1,40,15,11,3.2895155480959155,0,1,1
0,23,0,0,2.8,2,1,0
0,32,6,5,2.701745290258634,2,0,1
1,27,0,0,2.878466083295938,0,1,1
0,35,5,2,2.4,1,1,0
1,33,13,12,2.832551728515126,1,1,1
1,31,7,2,2.908180075012733,0,0,1
0,33,10,7,3.198733130956672,3,0,1
0,34,7,3,3.051128209072153,2,0,1
0,21,0,0,3.0140492608594007,2,0,1
0,20,0,0,2.8,2,1,0
1,38,16,13,3.3158695510020744,1,1,1
1,31,6,1,2.9,1,0,0
1,21,0,0,3.0,2,1,0
0,20,0,0,3.0227012385778576,3,0,1
1,38,13,5,3.558155285386964,1,1,1
0,45,14,10,2.9,2,0,0
1,45,21,17,2.9171824183093285,1,1,1
1,21,0,0,3.1813554545674854,1,1,1
1,41,18,13,3.6608326924532615,1,0,1
1,31,4,0,2.9,2,0,0
1,36,10,7,2.5327664777908683,0,0,1
1,34,8,5,2.6,2,1,0
0,22,0,0,3.2,2,0,0
1,38,17,15,2.8567663396273577,1,1,1
1,42,22,15,3.7753419161712563,1,0,1
1,20,0,0,2.8878118831452984,1,1,1
0,29,1,0,3.213389572473407,2,0,1
0,23,0,0,3.1,2,1,0
0,34,8,6,3.0,3,1,0
1,20,0,0,2.8903339204199554,3,0,1
1,23,0,0,3.493270263678837,1,0,1
0,46,22,12,3.1,1,0,0
1,36,14,10,3.179864463987939,1,1,1
1,20,0,0,3.041961944101672,0,0,1
1,30,3,0,2.9064543082709546,2,1,1
1,30,9,4,3.315955201147051,2,1,1
1,33,1,0,3.0,2,0,0
0,20,0,0,2.9869966334695555,1,0,1
1,38,7,4,3.0,2,0,0
1,43,22,15,3.277720041137774,1,1,1
0,30,7,5,3.1303120557693225,3,0,1
0,20,0,0,3.2,1,0,0
1,47,19,17,2.4479478316958203,0,0,1
1,21,0,0,3.7051281575007353,2,1,1
1,20,0,0,3.3018952715590815,1,1,1
0,28,2,0,2.5,1,1,0
1,20,0,0,3.274037345224904,0,0,1
1,20,0,0,2.2,2,0,0
0,42,18,15,3.538195355999539,2,1,1
1,20,0,0,3.138480744858969,0,1,1
1,37,12,2,3.1,3,1,0
0,28,4,0,2.8,1,0,0
1,33,6,3,2.9,2,0,0
1,42,15,11,2.7,2,1,0
1,31,12,9,3.519897493618688,1,1,1
1,46,19,17,2.4981794534118484,2,1,1
0,44,19,12,2.7,2,1,0
1,47,24,23,2.5858497644612823,0,0,1
1,28,5,0,3.1,1,0,0
1,28,5,4,2.5277075920560734,2,0,1
0,47,27,24,3.1039464759981676,2,0,1
1,20,0,0,2.557207903580662,2,1,1
0,48,17,11,2.8,1,0,0
1,39,17,16,3.003828066025947,0,1,1
0,25,0,0,2.9,1,1,0
1,46,15,14,2.7138554279723186,1,1,1
0,43,14,3,3.2,2,0,0
0,29,6,2,2.7,2,1,0
1,20,0,0,2.8476306977385866,0,1,1
0,34,10,3,2.9,1,0,0
1,28,0,0,2.4877013185021153,0,0,1
1,41,15,14,3.3448958977938035,1,0,1
1,25,5,3,2.8,2,0,0
1,37,15,5,2.5659057753556684,2,1,1
0,36,12,0,2.8,1,0,0
1,37,10,5,2.7418572040522418,1,0,1
0,46,21,17,3.0,2,0,0
0,39,14,2,2.8,1,0,0
1,38,14,10,2.7,2,0,0
1,48,22,14,3.164243834333205,2,1,1
0,20,0,0,2.6989341482264155,2,0,1
0,28,2,0,2.8,1,1,0
0,21,0,0,2.9,1,0,0
0,21,0,0,3.0,2,0,0
1,24,2,1,2.958455683860083,1,0,1
1,36,17,9,2.4,2,1,0
1,38,13,12,2.876986496418306,2,0,1
1,29,3,0,3.1626574987635663,0,1,1
1,20,2,0,2.9887310249510004,1,1,1
1,45,21,20,2.6,2,0,0
0,40,12,4,3.1707089094843246,3,0,1
1,21,0,0,2.7924398221943942,1,1,1
0,58,32,28,2.8,1,1,0
0,33,6,0,2.6,2,0,0
1,37,12,1,2.6,3,0,0
1,39,13,5,2.6233643224867773,1,0,1
1,23,0,0,2.8,3,0,0
1,20,0,0,2.7,2,0,0
1,27,4,2,3.4906530641213114,1,0,1
1,25,0,0,2.692753856248797,2,1,1
1,46,16,13,2.8,3,0,0
1,36,13,7,3.648852069849397,1,1,1
1,37,9,4,2.6,2,0,0
1,28,6,0,3.0713504520236827,2,0,1
0,24,0,0,3.208139008655012,2,0,1
0,24,1,0,3.318594789544181,2,0,1
1,35,6,2,2.8,2,1,0
0,31,8,3,2.878917041864413,2,0,1
1,44,20,19,3.1,2,0,0
1,21,0,0,3.1,2,1,0
0,34,6,0,3.1,1,0,0
1,36,10,5,3.4363617423589776,1,0,1
1,32,4,3,2.9225613083874533,2,1,1
1,25,0,0,3.1833000763967103,0,0,1
1,20,0,0,2.5,3,0,0
1,37,10,9,3.421239548920938,1,1,1
0,20,0,0,3.1,2,0,0
1,32,11,2,2.831270940369039,0,1,1
0,20,0,0,3.2035750448319034,2,0,1
1,31,7,1,2.745013623111105,0,0,1
1,32,7,0,3.475286547872797,2,0,1
1,33,1,0,3.2371197333052635,1,0,1
0,25,0,0,2.6,1,0,0
0,28,5,0,2.8323239009727637,2,0,1
1,42,17,16,3.096518584996846,1,1,1
0,25,2,0,3.0,1,0,0
1,35,9,6,3.2,2,0,0
1,29,1,0,3.6933862170010183,1,0,1
1,40,19,17,3.004191535933449,2,1,1
1,25,0,0,3.3224957864897773,0,0,1
1,50,25,20,2.9,2,0,0
1,38,11,10,2.6,2,0,0
0,20,0,0,3.0801527906264754,2,0,1
0,38,14,9,2.8,2,1,0
0,30,6,2,2.6,2,0,0
1,20,0,0,3.0,3,0,0
1,50,22,21,2.7,2,0,0
1,33,12,10,2.48535671075866,1,1,1
1,43,18,15,2.8,2,0,0
0,28,0,0,2.8,2,0,0
1,30,3,0,3.113169618262428,1,1,1
1,25,1,0,3.6264282422516283,2,0,1
0,38,12,9,2.454095375440263,2,0,1
1,35,7,2,3.0,3,0,0
1,20,0,0,3.480400737231503,0,1,1
1,25,1,0,2.2668844255184855,2,1,1
0,26,0,0,2.5,1,0,0
0,38,12,8,2.7,2,0,0
0,38,11,5,2.8,1,0,0
0,37,14,13,3.0179428081431707,2,0,1
1,34,7,0,3.313247561565513,0,1,1
1,45,20,15,2.9131011793079584,1,1,1
1,48,27,25,3.0987165040518105,2,1,1
1,40,16,15,2.7639649378055227,2,0,1
1,35,10,7,2.9,3,0,0
1,26,2,0,3.15291629704111,2,0,1
1,50,29,14,3.395997814235929,0,0,1
1,28,5,0,3.3163044568995264,1,0,1
0,31,1,0,2.7,2,0,0
1,31,8,0,2.7,2,1,0
0,26,0,0,2.5,1,1,0
1,36,11,3,2.57908987280992,1,1,1
0,46,19,11,2.9821405865588337,1,0,1
1,38,10,5,3.2057304475314106,2,1,1
1,29,6,3,2.9,2,0,0
1,40,20,18,3.3010813824722463,0,1,1
1,38,5,0,2.9,2,0,0
1,46,26,22,2.504796874073857,3,0,1
0,29,7,1,2.916800990147935,2,0,1
1,41,20,17,3.4485339345712007,2,0,1
1,20,0,0,3.0,3,0,0
1,23,0,0,2.6411221598949743,1,1,1
1,23,0,0,3.018479312567347,2,1,1
0,33,7,3,2.6,2,1,0
1,40,17,15,3.2333905692620677,2,0,1
0,31,6,1,3.0,1,0,0
1,30,6,5,3.1,2,0,0
1,38,10,9,2.8772381484597878,0,1,1
1,44,16,15,3.4744223733185495,2,0,1
1,25,0,0,3.1429348171438862,0,1,1
1,23,1,0,2.8106825998501823,0,0,1
1,42,20,14,2.8741795836856294,2,1,1
1,21,1,0,3.500925457873086,2,1,1
0,42,15,13,2.8,2,0,0
1,38,13,5,2.980821997575321,3,0,1
1,20,0,0,3.1313443221280015,4,1,1
0,20,0,0,3.4016500356290917,2,0,1
0,20,0,0,2.8,1,0,0
1,24,0,0,2.263196288761928,0,1,1
0,33,5,0,2.8,1,1,0
1,45,20,19,2.6,2,0,0
1,24,4,0,3.017085493653251,2,1,1
1,34,7,5,2.7,2,0,0
1,31,7,5,2.8,2,0,0
1,20,0,0,3.0,2,1,0
1,44,16,1,2.9,2,0,0
1,40,17,11,2.7383594021709707,1,0,1
1,20,0,0,3.053897434364308,2,1,1
0,31,8,7,2.7,1,0,0
1,20,0,0,2.9331324826802723,1,1,1
1,40,11,4,3.495437918066932,0,1,1
1,37,11,10,3.045360354678181,1,0,1
1,37,15,11,3.025257151300756,2,1,1
1,34,9,1,3.144362627431198,2,0,1
0,35,2,0,3.0,1,1,0
1,21,0,0,3.2315098664182527,1,0,1
1,43,13,7,2.4164204267471767,0,1,1
1,20,0,0,2.428244895872438,1,1,1
1,57,30,29,2.7,1,0,0
1,27,12,2,3.2702917114916548,2,1,1
1,22,0,0,3.0,2,1,0
1,20,0,0,2.9931461461808864,0,0,1
1,43,16,14,2.6,2,0,0
1,34,10,7,3.3245713772438212,1,1,1
1,29,5,2,3.0,2,1,0
0,44,18,8,2.5,2,0,0
1,32,4,1,2.6097563396688135,2,0,1
1,27,2,1,3.0055427689772016,0,1,1
1,28,0,0,2.5,2,1,0
1,33,2,0,3.2,2,0,0
0,24,0,0,3.183778831712567,2,0,1
1,37,10,2,2.8,3,1,0
1,30,2,0,3.0402215138452626,1,0,1
1,20,0,0,2.957219604776932,3,0,1
0,33,10,8,3.44095091108682,2,0,1
1,49,23,20,3.332142606595639,1,1,1
1,30,2,0,2.955283207188425,1,0,1
0,31,1,0,2.9,2,0,0
0,41,23,17,3.422933185127751,2,0,1
1,20,0,0,2.8,2,0,0
1,37,14,11,3.1567174664292184,2,1,1
1,29,3,0,3.854600863189752,1,0,1
1,22,0,0,2.9476396296962126,2,1,1
1,34,10,7,3.225002398944973,1,1,1
1,20,0,0,2.7068564328238383,0,0,1
0,33,6,4,3.0,2,0,0
1,46,23,19,3.239815973861701,0,0,1
1,27,3,0,3.461448828960169,1,0,1
1,39,16,4,2.7833328944082014,1,0,1
0,25,1,0,2.6,1,0,0
1,41,14,11,3.4165579740011225,2,1,1
1,36,11,4,2.9917622515937863,2,1,1
1,41,18,16,3.0009947407949897,0,0,1
1,28,6,5,2.717539553087837,2,1,1
0,20,0,0,2.7,2,1,0
0,32,7,1,3.1,2,0,0
0,34,8,6,2.6,1,0,0
0,37,13,7,3.0,1,0,0
1,38,15,10,2.9521030469794436,0,1,1
1,20,0,0,2.7903353081871667,0,1,1
0,46,21,17,2.8,2,0,0
1,33,12,9,3.5122299756147477,2,0,1
1,54,24,17,3.115315568011747,2,1,1
0,32,8,3,2.8,2,1,0
1,26,0,0,3.0930518226153083,2,0,1
1,42,16,12,3.2469468880570824,0,1,1
1,20,0,0,3.778525882985636,2,0,1
1,37,10,7,2.863985158169607,1,1,1
1,53,18,14,2.918217089119959,0,0,1
0,35,11,9,2.315822378278684,2,0,1
0,21,0,0,2.9,2,0,0
1,56,29,23,3.324669614077839,0,1,1
0,44,16,8,2.8,2,0,0
1,36,14,11,2.6,2,1,0
0,45,13,8,3.1,2,0,0
1,28,5,3,3.156436802961646,1,0,1
1,43,19,12,2.9048739511080477,3,1,1
1,23,0,0,3.247041598826445,1,1,1
1,27,0,0,2.6,2,1,0
0,27,0,0,3.0377159249349543,2,0,1
1,40,17,12,3.0,2,0,0
1,28,0,0,3.017736195714471,3,1,1
1,45,21,17,3.019977714341836,0,0,1
0,41,13,9,2.7,1,1,0
1,54,31,29,3.580864695609841,1,0,1
1,24,0,0,3.032443017361614,2,0,1
1,31,13,5,3.8149057057626363,1,1,1
1,20,0,0,2.8,2,0,0
0,20,0,0,3.152304169949488,3,0,1
1,31,9,1,2.872312744466959,2,1,1
1,25,5,0,3.2464470462926154,2,0,1
1,20,0,0,3.19822959503285,1,0,1
0,26,0,0,2.7,2,0,0
0,35,9,5,2.5,1,0,0
0,34,11,5,2.8,1,0,0
0,33,8,5,3.0,2,0,0
0,41,14,6,2.8,3,0,0
1,24,0,0,3.116231158635158,2,0,1
0,34,10,7,2.6651701090233226,2,0,1
1,30,4,2,3.2,2,0,0
1,20,0,0,3.4173771548674297,1,0,1
1,31,5,0,3.7234178561705353,1,1,1
0,20,0,0,3.0,1,1,0
1,36,7,1,4.0,2,0,1
1,36,9,6,2.5,2,1,0
1,47,21,18,2.9,2,1,0
1,35,9,8,2.9,2,0,0
1,23,2,0,2.7793782426272724,2,1,1
1,34,7,3,2.6,2,1,0
1,31,6,4,2.9035067437101456,1,0,1
1,26,0,0,2.5,3,1,0
1,33,11,10,2.910531457126951,0,0,1
1,20,0,0,3.181583022246198,0,1,1
0,33,2,0,2.8,1,0,0
1,48,20,15,3.441439445765594,1,1,1
0,38,13,6,3.0,2,0,0
1,32,4,0,2.7,2,0,0
0,30,0,0,2.9,2,0,0
0,42,19,14,2.8,2,1,0
1,20,0,0,2.8666355186808654,0,0,1
0,28,0,0,2.995869917268041,3,0,1
0,28,3,0,2.8170131645254246,2,0,1
0,30,4,3,2.7562126142595935,2,0,1
1,41,17,7,3.068117725380741,1,1,1
1,28,4,0,2.9913058237896895,2,1,1
1,49,24,22,2.5,2,0,0
1,20,0,0,3.368542225592137,3,0,1
1,36,12,9,2.663322478805757,0,1,1
1,24,3,0,2.684026328472857,1,1,1
1,34,9,6,3.063452240547598,0,1,1
0,24,3,2,2.907667689758296,2,0,1
1,37,7,4,3.205889499307003,1,1,1
0,25,4,1,3.1,1,0,0
0,43,16,11,3.1106039250378696,2,0,1
0,31,7,2,2.7,2,1,0
1,38,13,8,3.2948408574716965,2,1,1
1,33,13,7,2.6684123083277873,0,0,1
0,20,0,0,2.4493103762537047,2,0,1
0,30,5,3,3.0,1,0,0
1,60,31,30,3.3064574359503767,2,0,1
0,37,17,15,2.6,2,1,0
1,42,25,22,2.641953933410975,0,1,1
1,39,12,6,2.887212603267895,0,1,1
1,37,9,4,2.8,2,0,0
1,42,17,11,2.9,2,1,0
1,32,9,0,3.1017857976315737,1,0,1
1,20,0,0,3.659309009492688,1,0,1
0,28,1,0,3.1323567455540777,2,1,1
1,47,27,24,3.658722998671072,2,0,1
0,24,1,0,2.4,2,0,0
1,46,19,16,3.0037442774679857,1,0,1
1,20,0,0,3.394000637327183,0,1,1
1,33,12,11,3.1857232683224437,0,0,1
1,25,3,0,2.8649738329970966,1,1,1
1,20,0,0,3.460274123706444,1,1,1
0,32,6,3,2.8,2,0,0
1,30,0,0,2.7,2,1,0
1,45,20,19,3.3115245467455305,2,0,1
1,47,23,10,2.7369753343007877,1,1,1
1,39,13,8,3.0112030902266667,0,1,1
1,44,17,14,3.6303168650004682,1,1,1
1,52,23,21,3.6060195843483633,2,0,1
0,20,0,0,2.7,2,0,0
1,27,7,6,2.9,2,0,0
1,27,2,0,3.3248476752829204,2,0,1
1,37,13,8,3.2581771832183932,0,0,1
1,20,0,0,2.678672759259938,0,0,1
1,31,0,0,3.0,2,0,0
1,29,6,4,2.470376032087773,0,1,1
0,25,0,0,3.2130697665397134,2,0,1
1,25,1,0,3.606107996012818,2,0,1
1,40,14,12,2.891550974119623,2,1,1
0,35,5,0,2.5,2,0,0
1,41,19,14,2.9042640461518165,0,0,1
1,31,8,1,2.9702238221501727,1,1,1
1,45,23,22,3.189707101113691,0,1,1
1,33,9,7,2.850997688705482,1,0,1
0,30,4,0,3.0,2,0,0
1,31,7,6,3.697508721183758,1,0,1
0,27,3,1,3.3,2,0,0
1,42,19,14,2.4,2,1,0
0,32,6,0,3.0286474196135513,2,0,1
1,29,2,0,2.33621822592701,2,0,1
1,43,21,15,2.9861956251287647,0,1,1
1,22,0,0,3.450455748621481,1,0,1
1,41,15,4,2.87794720984857,1,0,1
0,35,12,10,3.0034692435598744,2,0,1
1,35,8,6,3.6524905150004603,0,0,1
0,52,25,21,3.233152604953963,2,0,1
1,45,16,14,2.8,2,0,0
0,51,25,23,2.5,1,1,0
1,20,0,0,2.7,2,0,0
1,32,7,6,3.1268284656613625,1,1,1
1,38,14,5,2.984629720361312,2,1,1
1,32,11,1,3.3295000192406414,2,1,1
1,35,10,2,3.0,2,0,0
1,43,15,14,2.9,2,0,0
1,27,0,0,3.3733940564667644,2,0,1
0,20,0,0,3.0,1,0,0
0,23,0,0,2.7,1,0,0
0,25,0,0,2.4,2,0,0
1,25,5,4,2.6203154256007584,0,0,1
0,25,0,0,3.1,1,0,0
0,34,7,5,3.125837480342561,2,0,1
1,34,9,7,3.673593147343635,1,1,1
1,25,4,0,3.662445328613512,2,0,1
0,20,0,0,2.6687091596432655,2,0,1
0,29,8,5,2.4056375264409615,3,0,1
1,33,7,2,2.8,2,0,0
1,48,19,10,3.0,2,1,0
1,41,23,19,3.6473904463880835,1,0,1
0,24,0,0,2.8,1,0,0
0,20,0,0,3.0711894735107403,2,0,1
1,33,9,8,3.8335364542184984,3,1,1
0,20,0,0,2.697262710362315,2,0,1
1,46,25,23,2.840503926270567,3,1,1
0,26,2,0,3.0037287279561316,2,0,1
0,27,1,0,3.1810319236726734,2,1,1
1,38,8,4,2.5,2,0,0
1,30,0,0,2.8,2,0,0
0,45,17,14,2.2,2,1,0
1,38,16,14,2.6576352822185165,0,0,1
0,30,3,0,3.1,1,1,0
1,45,25,20,2.875089397293602,2,0,1
1,27,4,0,2.587734561609421,3,1,1
0,40,18,13,2.9,2,1,0
1,23,2,1,2.7990899719017337,1,0,1
1,41,12,5,3.6020094565402556,3,1,1
0,26,0,0,3.1326360626253456,2,1,1
1,31,6,4,2.7,2,0,0
1,35,16,12,3.453171592105866,0,1,1
1,20,0,0,3.1045959766680005,2,0,1
0,37,11,10,2.8482556216771253,3,0,1
1,20,0,0,2.540239380992939,0,0,1
1,42,15,14,2.9,3,0,0
1,34,10,7,3.0824027214380947,2,1,1
1,34,8,3,2.6514258479439583,0,1,1
1,33,6,4,2.802366384471596,0,0,1
1,33,10,8,2.8317492051700364,1,0,1
1,40,20,18,3.6750361213185294,0,1,1
1,26,0,0,2.7,3,0,0
0,38,18,15,2.8197798511909027,2,0,1
1,28,4,0,2.9053008415990953,2,1,1
0,34,14,10,3.27288718456682,2,0,1
1,30,7,0,3.2546108114257986,1,0,1
1,25,4,1,2.990948314080327,0,0,1
1,24,0,0,3.2382830141272296,1,0,1
1,29,1,0,2.6,3,1,0
0,31,5,3,2.8,2,0,0
1,45,21,19,2.9919664695605817,0,0,1
0,34,7,3,3.0,2,0,0
1,20,0,0,3.4078409035077093,0,1,1
1,25,3,0,3.0,2,0,0
0,30,4,1,3.2,2,0,0
1,33,2,0,3.575108122774145,1,0,1
1,33,10,4,2.6,1,0,0
1,41,14,13,3.627313172493346,0,1,1
0,42,14,8,2.7,1,0,0
1,43,15,12,2.7,3,0,0
1,20,3,0,3.69454114857818,2,0,1
1,39,7,0,2.5,2,0,0
1,30,0,0,2.5,2,1,0
0,22,0,0,2.6,2,0,0
1,30,1,0,3.5783252776242875,1,1,1
1,33,7,4,2.9,2,0,0
1,54,27,21,3.194959428235062,3,0,1
1,33,10,6,2.8627834342859124,1,1,1
1,38,19,15,2.1041294865617495,2,1,1
1,39,16,15,3.0359339321536516,1,1,1
0,20,0,0,3.0,2,1,0
1,36,8,5,3.1591377203660187,1,0,1
1,33,11,4,2.958055481303947,2,1,1
1,29,5,0,2.9,2,1,0
1,47,23,20,3.362790271681313,1,1,1
1,33,5,2,2.678465556475379,1,0,1
1,48,21,20,3.39949785025033,2,0,1
1,20,0,0,2.5,2,0,0
1,20,0,0,2.8,2,0,0
0,20,0,0,2.7,1,0,0
1,40,15,13,3.2648907957662954,0,0,1
1,24,0,0,3.1538354429501245,0,1,1
1,30,3,0,2.6612928286616597,0,1,1
1,26,1,0,3.13427601525413,2,1,1
0,21,0,0,2.8613688661323082,2,0,1
1,45,19,13,2.9,2,0,0
1,29,3,0,2.867010187528906,0,1,1
0,21,0,0,2.8,2,0,0
0,40,12,11,2.8652068491094673,2,0,1
1,39,18,4,2.7528408322922373,0,0,1
1,24,1,0,3.439099561246534,0,1,1
0,44,17,14,3.375943287496618,2,0,1
1,31,8,0,2.7867521607667576,2,1,1
0,20,0,0,3.2679581779670985,2,0,1
1,31,9,4,2.5,2,1,0
0,23,0,0,2.8420559429098677,2,0,1
1,49,29,27,2.930877351869589,0,1,1
1,30,4,0,2.6,2,0,0
0,20,0,0,2.5,1,1,0
1,38,10,3,3.1056825597171764,2,1,1
0,28,0,0,2.9,2,0,0
0,21,0,0,2.7,2,1,0
1,28,3,2,2.7,2,1,0
1,33,14,10,2.7,2,0,0
0,26,0,0,3.1,2,0,0
0,31,3,1,2.5,2,1,0
1,36,17,8,3.426136696862705,1,1,1
0,33,8,5,3.1383428284293267,2,0,1
0,27,0,0,3.0,1,0,0
1,31,1,0,3.2,2,0,0
1,35,14,9,3.179363652062158,2,0,1
1,24,0,0,3.1,1,0,0
0,26,4,2,2.8,1,1,0
1,27,1,0,2.9572756593908673,0,0,1
1,33,9,0,3.0872080853873003,0,1,1
1,36,13,10,2.7064349627711044,0,0,1
1,28,4,0,3.4794337100752317,0,1,1
1,32,9,8,3.265006963467243,1,1,1
1,20,0,0,2.7,2,0,0
0,20,0,0,2.7,1,0,0
1,35,7,3,3.4847383620501358,0,0,1
1,38,10,8,3.0122725488723483,1,1,1
1,25,0,0,3.3035570958010405,2,0,1
1,30,8,0,3.086288779847056,0,1,1
1,26,3,0,3.335502103717036,0,0,1
0,48,14,9,2.8,1,0,0
1,36,8,0,2.715839501435837,0,1,1
1,38,16,12,2.6,2,1,0
0,21,0,0,3.076623368446251,2,0,1
0,33,15,13,3.1958875533886646,2,0,1
1,46,18,17,2.857991011782766,1,0,1
1,36,9,8,3.0399340742589436,2,0,1
1,38,19,18,2.9,2,0,0
1,22,0,0,2.8,2,1,0
1,45,17,15,2.5,2,0,0
1,20,0,0,3.5841289273650605,1,1,1
1,20,0,0,3.0028523182265086,1,0,1
0,33,10,9,3.199881605349967,2,0,1
1,30,6,0,2.767675266463498,2,1,1
0,36,18,16,3.493334832595446,2,1,1
0,39,11,8,2.6,2,0,0
1,30,10,5,3.4593487564508507,1,1,1
1,34,5,3,3.6528843478171624,2,1,1
1,50,30,22,2.487040534270155,2,0,1
1,35,10,0,2.9706802519970354,0,1,1
1,20,0,0,2.980372578073,0,1,1
1,26,0,0,3.7619318416921694,0,0,1
1,28,0,0,3.096405734404687,2,0,1
1,29,8,0,3.0300342339496997,1,1,1
1,35,10,9,3.4770721826688065,1,0,1
0,27,2,0,2.7,1,0,0
0,43,19,18,2.55927689170914,2,1,1
1,29,4,0,2.875725025476602,0,0,1
1,37,2,0,3.1,2,0,0
1,44,16,10,2.6,2,1,0
1,31,3,1,2.8,2,0,0
1,45,21,18,2.554856024303943,0,1,1
0,21,0,0,3.2,1,0,0
1,41,18,14,3.2289958534159964,1,1,1
1,20,0,0,3.2153939683103836,1,1,1
1,29,4,3,2.959242811593488,1,0,1
1,37,13,10,3.0661276734292513,1,1,1
0,47,20,17,3.155063847853798,2,1,1
1,22,0,0,3.651105700209722,2,1,1
1,36,7,5,3.840531993481423,0,1,1
1,24,4,0,2.9,2,1,0
1,44,15,7,2.8,2,0,0
0,32,7,1,2.7,1,0,0
1,23,1,0,3.402249196741179,2,0,1
1,30,7,0,3.2365600808079416,2,1,1
1,44,20,13,2.7,2,1,0
1,28,2,0,3.0,3,0,0
0,37,14,12,3.1,2,0,0
1,31,0,0,2.6,2,0,0
1,35,19,12,3.2977002408900056,3,1,1
1,36,12,9,2.766542238713889,2,1,1
1,41,15,13,3.4557079068312198,0,1,1
1,20,0,0,2.7672911040901553,0,1,1
1,41,17,6,3.045270853273208,0,1,1
0,20,0,0,2.9,1,0,0
0,32,14,8,3.0,2,0,0
1,23,1,0,3.945258963318749,0,0,1
0,30,7,1,3.0,2,0,0
1,33,7,2,3.0,3,1,0
1,51,24,13,3.0,3,0,0
1,50,29,27,2.931949410291227,2,0,1
1,39,13,11,3.1526410126242093,0,0,1
0,34,10,8,2.9,1,0,0
1,35,13,12,2.8079762834259885,0,0,1
1,47,24,18,2.2,2,0,0
1,45,17,16,3.83581642599878,1,0,1
1,37,12,6,2.8,2,0,0
0,34,13,11,3.1619014675977275,2,0,1
0,36,13,9,2.2,2,0,0
1,52,30,26,3.194750865680919,1,1,1
1,31,3,0,2.6,3,0,0
1,20,0,0,3.4380233619896594,1,0,1
1,37,14,9,2.6,2,0,0
1,50,30,25,3.3444359338613867,2,0,1
0,20,0,0,3.025954706826415,2,0,1
1,33,15,4,3.108925407891439,2,0,1
0,39,16,13,2.671324363640802,2,0,1
0,33,12,10,2.812005238782737,3,0,1
0,22,0,0,2.4,2,0,0
0,29,0,0,2.7,2,0,0
1,26,0,0,2.9,2,0,0
0,23,0,0,3.0,1,1,0
1,51,25,20,3.1,2,1,0
0,28,0,0,2.7,2,0,0
0,32,4,0,3.1849466807960094,2,0,1
0,42,14,11,3.0038986854261727,3,0,1
1,24,0,0,2.9659439640804535,1,1,1
1,30,2,0,3.0,2,1,0
1,46,26,20,2.5,2,0,0
1,37,14,4,3.4574482642329087,1,1,1
1,34,8,2,3.1341177721331053,1,1,1
1,39,12,6,2.8,2,0,0
0,33,1,0,3.3,1,0,0
1,20,1,0,3.14243325120124,2,1,1
1,46,21,20,2.6151231040656366,2,1,1
1,34,1,0,2.6,2,1,0
1,32,7,4,3.3,2,0,0
1,20,0,0,3.2051736738723298,1,0,1
0,49,27,21,2.7881822477880323,1,0,1
1,30,0,0,3.9518893826976083,0,1,1
0,30,5,0,3.1404136113393046,2,0,1
1,25,0,0,2.8866865534963058,1,0,1
1,21,0,0,2.8,2,0,0
1,34,13,12,2.7423115709090466,0,1,1
1,41,12,11,2.6932845038736484,0,1,1
0,20,0,0,2.6,2,0,0
1,43,16,14,2.8,2,1,0
1,28,6,4,2.9265572672436027,1,1,1
0,25,3,0,2.7,2,0,0
1,44,18,16,3.043714989551603,1,1,1
0,32,3,2,3.084549190418327,2,0,1
1,40,12,2,3.311701947110431,1,0,1
1,28,5,3,2.7764358025765064,2,0,1
1,43,18,17,2.9,2,1,0
1,43,20,16,3.5197961146760326,2,1,1
0,20,0,0,3.0,2,0,0
1,37,16,12,3.0280941031885167,0,0,1
1,35,8,7,3.089968441624194,0,1,1
1,37,15,10,2.5838185594626637,0,1,1
1,44,18,9,3.3375519930150372,0,1,1
1,27,1,0,2.9177361029471833,1,0,1
1,40,9,5,3.1,2,0,0
0,43,20,18,3.0,2,0,0
1,44,14,13,2.7,2,1,0
1,51,24,14,2.8,2,1,0
1,36,13,11,3.282615550762931,0,1,1
1,25,0,0,3.034418536184498,2,1,1
0,43,17,13,3.1,2,1,0
1,33,9,5,2.613151032467478,0,0,1
1,55,36,33,3.2179809991177875,0,1,1
1,36,11,5,3.1559669673984265,0,1,1
1,29,1,0,3.368125500731253,1,0,1
1,29,1,0,3.0307837628464434,2,0,1
1,27,2,0,3.0806349883958264,0,1,1
1,26,4,0,3.0762435728294704,2,0,1
1,43,14,1,2.6,2,0,0
0,30,10,3,2.7,1,1,0
1,20,0,0,3.0158715345954503,0,0,1
0,35,10,3,2.8,1,0,0
0,25,0,0,2.9,2,0,0
1,30,3,0,2.9902551694955273,2,1,1
0,36,4,1,3.120500322020327,3,0,1
0,28,4,2,3.379387791831351,2,0,1
1,26,1,0,3.2725443718098575,1,1,1
1,20,0,0,3.1,1,0,0
0,32,4,0,2.9,2,1,0
1,23,2,0,3.294291014574026,1,0,1
0,29,5,3,2.87823462226892,2,0,1
0,27,0,0,3.2,1,0,0
1,42,15,13,2.751954693075042,2,1,1
0,22,3,0,2.6320578931183576,2,1,1
1,31,8,4,2.663298630605644,1,0,1
1,31,5,3,2.827870663253127,0,0,1
1,32,10,6,2.8,2,0,0
